analdate,area,d1,d2,d3,d4,doname,maxi,meanavg,mini,regioncode,sigucode,sigun,std,upplocalcd
2025-08-24 03,"2,009",100,0,0,0,서울특별시,24,19,11,11530,11530,구로구,2,11
2025-08-24 06,"2,009",100,0,0,0,서울특별시,24,18,11,11530,11530,구로구,2,11
2025-08-24 09,"2,009",100,0,0,0,서울특별시,31,24,22,11530,11530,구로구,2,11
2025-08-24 12,"2,009",100,0,0,0,서울특별시,33,29,27,11530,11530,구로구,1,11
2025-08-24 15,"2,009",100,0,0,0,서울특별시,33,29,27,11530,11530,구로구,1,11
2025-08-24 18,"2,009",100,0,0,0,서울특별시,33,29,27,11530,11530,구로구,1,11
2025-08-24 21,"2,009",100,0,0,0,서울특별시,28,23,11,11530,11530,구로구,2,11
2025-08-25 00,"2,009",100,0,0,0,서울특별시,26,21,11,11530,11530,구로구,2,11
2025-08-25 03,"2,009",100,0,0,0,서울특별시,24,19,11,11530,11530,구로구,2,11
2025-08-25 06,"2,009",100,0,0,0,서울특별시,24,19,11,11530,11530,구로구,2,11
2025-08-25 09,"2,009",100,0,0,0,서울특별시,28,24,20,11530,11530,구로구,1,11
2025-08-25 12,"2,009",100,0,0,0,서울특별시,31,26,22,11530,11530,구로구,2,11
2025-08-25 15,"2,009",100,0,0,0,서울특별시,31,26,22,11530,11530,구로구,1,11
2025-08-25 18,"2,009",100,0,0,0,서울특별시,31,26,20,11530,11530,구로구,2,11
2025-08-25 21,"2,009",100,0,0,0,서울특별시,28,23,13,11530,11530,구로구,2,11
2025-08-26 00,"2,009",100,0,0,0,서울특별시,24,19,11,11530,11530,구로구,2,11
2025-08-23 18,"1,302",100,0,0,0,서울특별시,33,27,24,11545,11545,금천구,2,11
2025-08-24 00,"1,302",100,0,0,0,서울특별시,26,19,13,11545,11545,금천구,2,11
2025-08-24 03,"1,302",100,0,0,0,서울특별시,24,15,12,11545,11545,금천구,2,11
2025-08-24 06,"1,302",100,0,0,0,서울특별시,24,15,12,11545,11545,금천구,2,11
2025-08-24 09,"1,302",100,0,0,0,서울특별시,33,24,21,11545,11545,금천구,2,11
2025-08-24 12,"1,302",100,0,0,0,서울특별시,33,28,26,11545,11545,금천구,1,11
2025-08-24 15,"1,302",100,0,0,0,서울특별시,33,28,26,11545,11545,금천구,1,11
2025-08-24 18,"1,302",100,0,0,0,서울특별시,33,28,26,11545,11545,금천구,1,11
2025-08-24 21,"1,302",100,0,0,0,서울특별시,31,24,20,11545,11545,금천구,2,11
2025-08-25 00,"1,302",100,0,0,0,서울특별시,26,19,16,11545,11545,금천구,2,11
2025-08-25 03,"1,302",100,0,0,0,서울특별시,26,17,13,11545,11545,금천구,2,11
2025-08-25 06,"1,302",100,0,0,0,서울특별시,26,19,13,11545,11545,금천구,2,11
2025-08-25 09,"1,302",100,0,0,0,서울특별시,31,24,20,11545,11545,금천구,2,11
2025-08-25 12,"1,302",100,0,0,0,서울특별시,31,24,21,11545,11545,금천구,2,11
2025-08-25 15,"1,302",100,0,0,0,서울특별시,33,24,21,11545,11545,금천구,2,11
2025-08-25 18,"1,302",100,0,0,0,서울특별시,31,24,21,11545,11545,금천구,2,11
2025-08-25 21,"1,302",100,0,0,0,서울특별시,28,19,16,11545,11545,금천구,2,11
2025-08-26 00,"1,302",100,0,0,0,서울특별시,24,15,12,11545,11545,금천구,2,11
2025-08-23 18,"2,453",100,0,0,0,서울특별시,33,28,27,11560,11560,영등포구,2,11
2025-08-24 00,"2,453",100,0,0,0,서울특별시,24,19,13,11560,11560,영등포구,4,11
2025-08-24 03,"2,453",100,0,0,0,서울특별시,19,15,11,11560,11560,영등포구,3,11
2025-08-24 06,"2,453",100,0,0,0,서울특별시,19,15,11,11560,11560,영등포구,3,11
2025-08-24 09,"2,453",100,0,0,0,서울특별시,28,24,22,11560,11560,영등포구,1,11
2025-08-24 12,"2,453",100,0,0,0,서울특별시,33,28,27,11560,11560,영등포구,2,11
2025-08-24 15,"2,453",100,0,0,0,서울특별시,33,28,27,11560,11560,영등포구,2,11
2025-08-24 18,"2,453",100,0,0,0,서울특별시,33,28,27,11560,11560,영등포구,2,11
2025-08-24 21,"2,453",100,0,0,0,서울특별시,26,19,11,11560,11560,영등포구,6,11
2025-08-25 00,"2,453",100,0,0,0,서울특별시,24,18,11,11560,11560,영등포구,5,11
2025-08-25 03,"2,453",100,0,0,0,서울특별시,19,15,11,11560,11560,영등포구,3,11
2025-08-25 06,"2,453",100,0,0,0,서울특별시,19,15,11,11560,11560,영등포구,3,11
2025-08-25 09,"2,453",100,0,0,0,서울특별시,26,22,20,11560,11560,영등포구,1,11
2025-08-25 12,"2,453",100,0,0,0,서울특별시,28,24,22,11560,11560,영등포구,1,11
2025-08-25 15,"2,453",100,0,0,0,서울특별시,29,26,22,11560,11560,영등포구,2,11
2025-08-25 18,"2,453",100,0,0,0,서울특별시,26,23,20,11560,11560,영등포구,2,11
2025-08-25 21,"2,453",100,0,0,0,서울특별시,24,19,13,11560,11560,영등포구,4,11
2025-08-26 00,"2,453",100,0,0,0,서울특별시,19,15,11,11560,11560,영등포구,3,11
2025-08-23 18,"1,639",100,0,0,0,서울특별시,33,28,26,11590,11590,동작구,1,11
2025-08-24 00,"1,639",100,0,0,0,서울특별시,26,22,19,11590,11590,동작구,1,11
2025-08-24 03,"1,639",100,0,0,0,서울특별시,24,19,16,11590,11590,동작구,1,11
2025-08-24 06,"1,639",100,0,0,0,서울특별시,24,17,12,11590,11590,동작구,3,11
2025-08-24 09,"1,639",100,0,0,0,서울특별시,33,27,23,11590,11590,동작구,2,11
2025-08-24 12,"1,639",100,0,0,0,서울특별시,33,28,26,11590,11590,동작구,1,11
2025-08-24 15,"1,639",100,0,0,0,서울특별시,33,28,26,11590,11590,동작구,1,11
2025-08-24 18,"1,639",100,0,0,0,서울특별시,33,28,26,11590,11590,동작구,1,11
2025-08-24 21,"1,639",100,0,0,0,서울특별시,31,26,23,11590,11590,동작구,1,11
2025-08-25 00,"1,639",100,0,0,0,서울특별시,26,22,19,11590,11590,동작구,1,11
2025-08-25 03,"1,639",100,0,0,0,서울특별시,26,20,16,11590,11590,동작구,2,11
2025-08-25 06,"1,639",100,0,0,0,서울특별시,26,20,16,11590,11590,동작구,2,11
2025-08-25 09,"1,639",100,0,0,0,서울특별시,31,25,21,11590,11590,동작구,2,11
2025-08-25 12,"1,639",100,0,0,0,서울특별시,31,26,23,11590,11590,동작구,1,11
2025-08-25 15,"1,639",100,0,0,0,서울특별시,33,27,23,11590,11590,동작구,2,11
2025-08-25 18,"1,639",100,0,0,0,서울특별시,31,25,21,11590,11590,동작구,2,11
2025-08-25 21,"1,639",100,0,0,0,서울특별시,28,24,21,11590,11590,동작구,1,11
2025-08-26 00,"1,639",100,0,0,0,서울특별시,24,19,16,11590,11590,동작구,1,11
2025-08-23 18,"2,957",100,0,0,0,서울특별시,33,28,4,11620,11620,관악구,2,11
2025-08-24 00,"2,957",100,0,0,0,서울특별시,26,20,14,11620,11620,관악구,3,11
2025-08-24 03,"2,957",100,0,0,0,서울특별시,24,16,11,11620,11620,관악구,3,11
2025-08-24 06,"2,957",100,0,0,0,서울특별시,24,16,11,11620,11620,관악구,3,11
2025-08-24 09,"2,957",100,0,0,0,서울특별시,33,25,20,11620,11620,관악구,3,11
2025-08-24 12,"2,957",100,0,0,0,서울특별시,33,28,25,11620,11620,관악구,2,11
2025-08-24 15,"2,957",100,0,0,0,서울특별시,33,28,25,11620,11620,관악구,2,11
2025-08-24 18,"2,957",100,0,0,0,서울특별시,33,28,25,11620,11620,관악구,2,11
2025-08-24 21,"2,957",100,0,0,0,서울특별시,31,24,18,11620,11620,관악구,3,11
2025-08-25 00,"2,957",100,0,0,0,서울특별시,26,20,14,11620,11620,관악구,3,11
2025-08-25 03,"2,957",100,0,0,0,서울특별시,26,18,14,11620,11620,관악구,3,11
2025-08-25 06,"2,957",100,0,0,0,서울특별시,26,19,14,11620,11620,관악구,2,11
2025-08-25 09,"2,957",100,0,0,0,서울특별시,31,24,20,11620,11620,관악구,2,11
2025-08-25 12,"2,957",100,0,0,0,서울특별시,31,24,18,11620,11620,관악구,3,11
2025-08-25 15,"2,957",100,0,0,0,서울특별시,33,25,18,11620,11620,관악구,3,11
2025-08-25 18,"2,957",100,0,0,0,서울특별시,31,24,18,11620,11620,관악구,2,11
2025-08-25 21,"2,957",100,0,0,0,서울특별시,28,21,16,11620,11620,관악구,3,11
2025-08-26 00,"2,957",100,0,0,0,서울특별시,24,16,11,11620,11620,관악구,3,11
2025-08-23 18,"4,689",100,0,0,0,서울특별시,33,28,24,11650,11650,서초구,2,11
2025-08-24 00,"4,689",100,0,0,0,서울특별시,26,18,11,11650,11650,서초구,4,11
2025-08-24 03,"4,689",100,0,0,0,서울특별시,24,15,9,11650,11650,서초구,4,11
2025-08-24 06,"4,689",100,0,0,0,서울특별시,21,14,9,11650,11650,서초구,3,11
2025-08-24 09,"4,689",100,0,0,0,서울특별시,33,25,20,11650,11650,서초구,2,11
2025-08-24 12,"4,689",100,0,0,0,서울특별시,33,27,23,11650,11650,서초구,2,11
2025-08-24 15,"4,689",100,0,0,0,서울특별시,33,28,25,11650,11650,서초구,2,11
2025-08-24 18,"4,689",100,0,0,0,서울특별시,33,28,25,11650,11650,서초구,2,11
2025-08-24 21,"4,689",100,0,0,0,서울특별시,33,22,14,11650,11650,서초구,5,11
2025-08-25 00,"4,689",100,0,0,0,서울특별시,26,18,11,11650,11650,서초구,4,11
2025-08-25 03,"4,689",100,0,0,0,서울특별시,26,17,11,11650,11650,서초구,3,11
2025-08-25 06,"4,689",100,0,0,0,서울특별시,24,16,11,11650,11650,서초구,3,11
2025-08-25 09,"4,689",100,0,0,0,서울특별시,31,24,20,11650,11650,서초구,2,11
2025-08-25 12,"4,689",100,0,0,0,서울특별시,33,24,18,11650,11650,서초구,3,11
2025-08-25 15,"4,689",100,0,0,0,서울특별시,31,22,16,11650,11650,서초구,4,11
2025-08-25 18,"4,689",100,0,0,0,서울특별시,28,21,16,11650,11650,서초구,3,11
2025-08-25 21,"4,689",100,0,0,0,서울특별시,28,19,11,11650,11650,서초구,4,11
2025-08-26 00,"4,689",100,0,0,0,서울특별시,24,15,9,11650,11650,서초구,4,11
2025-08-23 18,"3,952",100,0,0,0,서울특별시,33,28,25,11680,11680,강남구,2,11
2025-08-24 00,"3,952",100,0,0,0,서울특별시,28,21,17,11680,11680,강남구,2,11
2025-08-24 03,"3,952",100,0,0,0,서울특별시,24,19,12,11680,11680,강남구,2,11
2025-08-24 06,"3,952",100,0,0,0,서울특별시,24,17,12,11680,11680,강남구,2,11
2025-08-24 09,"3,952",100,0,0,0,서울특별시,33,27,24,11680,11680,강남구,2,11
2025-08-24 12,"3,952",100,0,0,0,서울특별시,33,28,26,11680,11680,강남구,2,11
2025-08-24 15,"3,952",100,0,0,0,서울특별시,33,28,26,11680,11680,강남구,2,11
2025-08-24 18,"3,952",100,0,0,0,서울특별시,33,28,26,11680,11680,강남구,2,11
2025-08-24 21,"3,952",100,0,0,0,서울특별시,33,27,21,11680,11680,강남구,2,11
2025-08-25 00,"3,952",100,0,0,0,서울특별시,31,22,17,11680,11680,강남구,2,11
2025-08-25 03,"3,952",100,0,0,0,서울특별시,26,20,17,11680,11680,강남구,2,11
2025-08-25 06,"3,952",100,0,0,0,서울특별시,24,19,12,11680,11680,강남구,2,11
2025-08-25 09,"3,952",100,0,0,0,서울특별시,31,26,21,11680,11680,강남구,2,11
2025-08-25 12,"3,952",100,0,0,0,서울특별시,33,27,24,11680,11680,강남구,2,11
2025-08-25 15,"3,952",100,0,0,0,서울특별시,31,26,19,11680,11680,강남구,2,11
2025-08-25 18,"3,952",100,0,0,0,서울특별시,31,24,17,11680,11680,강남구,2,11
2025-08-25 21,"3,952",100,0,0,0,서울특별시,28,23,17,11680,11680,강남구,2,11
2025-08-26 00,"3,952",100,0,0,0,서울특별시,24,19,12,11680,11680,강남구,2,11
2025-08-23 18,"3,385",100,0,0,0,서울특별시,33,29,27,11710,11710,송파구,2,11
2025-08-24 00,"3,385",100,0,0,0,서울특별시,31,26,20,11710,11710,송파구,2,11
2025-08-24 03,"3,385",100,0,0,0,서울특별시,26,22,17,11710,11710,송파구,2,11
2025-08-24 06,"3,385",100,0,0,0,서울특별시,24,19,15,11710,11710,송파구,2,11
2025-08-24 09,"3,385",100,0,0,0,서울특별시,33,29,27,11710,11710,송파구,2,11
2025-08-24 12,"3,385",100,0,0,0,서울특별시,33,29,27,11710,11710,송파구,2,11
2025-08-24 15,"3,385",100,0,0,0,서울특별시,33,29,27,11710,11710,송파구,2,11
2025-08-24 18,"3,385",100,0,0,0,서울특별시,33,29,27,11710,11710,송파구,2,11
2025-08-24 21,"3,385",100,0,0,0,서울특별시,33,29,27,11710,11710,송파구,2,11
2025-08-25 00,"3,385",100,0,0,0,서울특별시,31,26,20,11710,11710,송파구,2,11
2025-08-25 03,"3,385",100,0,0,0,서울특별시,26,22,20,11710,11710,송파구,2,11
2025-08-25 06,"3,385",100,0,0,0,서울특별시,26,22,17,11710,11710,송파구,2,11
2025-08-25 09,"3,385",100,0,0,0,서울특별시,31,27,24,11710,11710,송파구,2,11
2025-08-25 12,"3,385",100,0,0,0,서울특별시,33,29,27,11710,11710,송파구,2,11
2025-08-25 15,"3,385",100,0,0,0,서울특별시,31,26,22,11710,11710,송파구,2,11
2025-08-25 18,"3,385",100,0,0,0,서울특별시,31,26,22,11710,11710,송파구,2,11
2025-08-25 21,"3,385",100,0,0,0,서울특별시,28,24,22,11710,11710,송파구,2,11
2025-08-26 00,"3,385",100,0,0,0,서울특별시,28,22,17,11710,11710,송파구,2,11
2025-08-23 18,"2,456",100,0,0,0,서울특별시,33,29,27,11740,11740,강동구,1,11
2025-08-24 00,"2,456",100,0,0,0,서울특별시,31,26,24,11740,11740,강동구,1,11
2025-08-24 03,"2,456",100,0,0,0,서울특별시,26,22,18,11740,11740,강동구,1,11
2025-08-24 06,"2,456",100,0,0,0,서울특별시,24,19,17,11740,11740,강동구,1,11
2025-08-24 09,"2,456",100,0,0,0,서울특별시,33,29,27,11740,11740,강동구,1,11
2025-08-24 12,"2,456",100,0,0,0,서울특별시,33,29,27,11740,11740,강동구,1,11
2025-08-24 15,"2,456",100,0,0,0,서울특별시,33,29,27,11740,11740,강동구,1,11
2025-08-24 18,"2,456",100,0,0,0,서울특별시,33,29,27,11740,11740,강동구,1,11
2025-08-24 21,"2,456",100,0,0,0,서울특별시,33,29,27,11740,11740,강동구,1,11
2025-08-25 00,"2,456",100,0,0,0,서울특별시,31,26,24,11740,11740,강동구,1,11
2025-08-25 03,"2,456",100,0,0,0,서울특별시,26,22,20,11740,11740,강동구,1,11
2025-08-25 06,"2,456",100,0,0,0,서울특별시,26,22,20,11740,11740,강동구,1,11
2025-08-25 09,"2,456",100,0,0,0,서울특별시,31,26,24,11740,11740,강동구,1,11
2025-08-25 12,"2,456",100,0,0,0,서울특별시,33,29,27,11740,11740,강동구,1,11
2025-08-25 15,"2,456",100,0,0,0,서울특별시,31,26,24,11740,11740,강동구,1,11
2025-08-25 18,"2,456",100,0,0,0,서울특별시,31,26,24,11740,11740,강동구,1,11
2025-08-25 21,"2,456",100,0,0,0,서울특별시,28,24,22,11740,11740,강동구,1,11
2025-08-26 00,"2,456",100,0,0,0,서울특별시,28,22,17,11740,11740,강동구,3,11
2025-08-23 18,285,100,0,0,0,부산광역시,31,29,26,26110,26110,중구,2,26
2025-08-24 00,285,100,0,0,0,부산광역시,24,20,16,26110,26110,중구,2,26
2025-08-24 03,285,100,0,0,0,부산광역시,24,20,16,26110,26110,중구,2,26
2025-08-24 06,285,100,0,0,0,부산광역시,19,15,12,26110,26110,중구,2,26
2025-08-24 09,285,100,0,0,0,부산광역시,31,27,23,26110,26110,중구,2,26
2025-08-24 12,285,100,0,0,0,부산광역시,33,29,26,26110,26110,중구,2,26
2025-08-24 15,285,100,0,0,0,부산광역시,33,29,26,26110,26110,중구,2,26
2025-08-24 18,285,100,0,0,0,부산광역시,31,27,23,26110,26110,중구,2,26
2025-08-24 21,285,100,0,0,0,부산광역시,28,24,21,26110,26110,중구,2,26
2025-08-25 00,285,100,0,0,0,부산광역시,24,20,16,26110,26110,중구,2,26
2025-08-25 03,285,100,0,0,0,부산광역시,24,20,16,26110,26110,중구,2,26
2025-08-25 06,285,100,0,0,0,부산광역시,21,17,14,26110,26110,중구,2,26
2025-08-25 09,285,100,0,0,0,부산광역시,31,27,23,26110,26110,중구,2,26
2025-08-25 12,285,100,0,0,0,부산광역시,33,29,26,26110,26110,중구,2,26
2025-08-25 15,285,100,0,0,0,부산광역시,33,29,26,26110,26110,중구,2,26
2025-08-25 18,285,100,0,0,0,부산광역시,26,22,19,26110,26110,중구,2,26
2025-08-25 21,285,100,0,0,0,부산광역시,24,20,16,26110,26110,중구,2,26
2025-08-26 00,285,100,0,0,0,부산광역시,21,17,14,26110,26110,중구,2,26
2025-08-23 18,"1,405",100,0,0,0,부산광역시,33,28,25,26140,26140,서구,2,26
2025-08-24 00,"1,405",100,0,0,0,부산광역시,26,21,15,26140,26140,서구,2,26
2025-08-24 03,"1,405",100,0,0,0,부산광역시,24,18,12,26140,26140,서구,2,26
2025-08-24 06,"1,405",100,0,0,0,부산광역시,21,15,10,26140,26140,서구,3,26
2025-08-24 09,"1,405",100,0,0,0,부산광역시,33,27,21,26140,26140,서구,2,26
2025-08-24 12,"1,405",100,0,0,0,부산광역시,33,28,24,26140,26140,서구,2,26
2025-08-24 15,"1,405",100,0,0,0,부산광역시,33,28,24,26140,26140,서구,2,26
2025-08-24 18,"1,405",100,0,0,0,부산광역시,33,27,21,26140,26140,서구,2,26
2025-08-24 21,"1,405",100,0,0,0,부산광역시,31,25,17,26140,26140,서구,3,26
2025-08-25 00,"1,405",100,0,0,0,부산광역시,26,21,16,26140,26140,서구,2,26
2025-08-25 03,"1,405",100,0,0,0,부산광역시,24,18,14,26140,26140,서구,3,26
2025-08-25 06,"1,405",100,0,0,0,부산광역시,21,15,11,26140,26140,서구,2,26
2025-08-25 09,"1,405",100,0,0,0,부산광역시,33,27,19,26140,26140,서구,3,26
2025-08-25 12,"1,405",100,0,0,0,부산광역시,33,28,25,26140,26140,서구,2,26
2025-08-25 15,"1,405",100,0,0,0,부산광역시,33,28,19,26140,26140,서구,3,26
2025-08-25 18,"1,405",100,0,0,0,부산광역시,31,24,15,26140,26140,서구,3,26
2025-08-25 21,"1,405",100,0,0,0,부산광역시,28,22,15,26140,26140,서구,3,26
2025-08-26 00,"1,405",100,0,0,0,부산광역시,24,18,12,26140,26140,서구,2,26
2025-08-23 18,948,100,0,0,0,부산광역시,33,29,26,26170,26170,동구,2,26
2025-08-24 00,948,100,0,0,0,부산광역시,26,22,16,26170,26170,동구,2,26
2025-08-24 03,948,100,0,0,0,부산광역시,22,17,14,26170,26170,동구,2,26
2025-08-24 06,948,100,0,0,0,부산광역시,19,15,11,26170,26170,동구,2,26
2025-08-24 09,948,100,0,0,0,부산광역시,33,29,23,26170,26170,동구,2,26
2025-08-24 12,948,100,0,0,0,부산광역시,33,29,25,26170,26170,동구,2,26
2025-08-24 15,948,100,0,0,0,부산광역시,33,29,25,26170,26170,동구,2,26
2025-08-24 18,948,100,0,0,0,부산광역시,33,29,23,26170,26170,동구,2,26
2025-08-24 21,948,100,0,0,0,부산광역시,31,27,21,26170,26170,동구,2,26
2025-08-25 00,948,100,0,0,0,부산광역시,26,22,16,26170,26170,동구,2,26
2025-08-25 03,948,100,0,0,0,부산광역시,22,17,14,26170,26170,동구,2,26
2025-08-25 06,948,100,0,0,0,부산광역시,19,15,11,26170,26170,동구,2,26
2025-08-25 09,948,100,0,0,0,부산광역시,33,29,23,26170,26170,동구,2,26
2025-08-25 12,948,100,0,0,0,부산광역시,33,29,25,26170,26170,동구,2,26
2025-08-25 15,948,100,0,0,0,부산광역시,33,29,25,26170,26170,동구,2,26
2025-08-25 18,948,100,0,0,0,부산광역시,31,27,19,26170,26170,동구,2,26
2025-08-25 21,948,100,0,0,0,부산광역시,28,24,16,26170,26170,동구,2,26
2025-08-26 00,948,100,0,0,0,부산광역시,24,20,14,26170,26170,동구,2,26
2025-08-23 18,"1,427",100,0,0,0,부산광역시,28,27,24,26200,26200,영도구,2,26
2025-08-24 00,"1,427",100,0,0,0,부산광역시,26,21,15,26200,26200,영도구,3,26
2025-08-24 03,"1,427",100,0,0,0,부산광역시,24,20,15,26200,26200,영도구,2,26
2025-08-24 06,"1,427",100,0,0,0,부산광역시,24,20,13,26200,26200,영도구,3,26
2025-08-24 09,"1,427",100,0,0,0,부산광역시,31,27,22,26200,26200,영도구,2,26
2025-08-24 12,"1,427",100,0,0,0,부산광역시,31,27,22,26200,26200,영도구,3,26
2025-08-24 15,"1,427",100,0,0,0,부산광역시,31,27,22,26200,26200,영도구,3,26
2025-08-24 18,"1,427",100,0,0,0,부산광역시,31,27,22,26200,26200,영도구,2,26
2025-08-24 21,"1,427",100,0,0,0,부산광역시,26,23,17,26200,26200,영도구,3,26
2025-08-25 00,"1,427",100,0,0,0,부산광역시,24,21,17,26200,26200,영도구,2,26
2025-08-25 03,"1,427",100,0,0,0,부산광역시,24,21,17,26200,26200,영도구,2,26
2025-08-25 06,"1,427",100,0,0,0,부산광역시,21,18,13,26200,26200,영도구,2,26
2025-08-25 09,"1,427",100,0,0,0,부산광역시,28,25,20,26200,26200,영도구,3,26
2025-08-25 12,"1,427",100,0,0,0,부산광역시,31,26,20,26200,26200,영도구,3,26
2025-08-25 15,"1,427",100,0,0,0,부산광역시,31,26,20,26200,26200,영도구,3,26
2025-08-25 18,"1,427",100,0,0,0,부산광역시,28,23,15,26200,26200,영도구,4,26
2025-08-25 21,"1,427",100,0,0,0,부산광역시,24,19,13,26200,26200,영도구,3,26
2025-08-26 00,"1,427",100,0,0,0,부산광역시,21,18,13,26200,26200,영도구,2,26
2025-08-23 18,"2,976",100,0,0,0,부산광역시,33,27,3,26230,26230,부산진구,3,26
2025-08-24 00,"2,976",100,0,0,0,부산광역시,26,22,18,26230,26230,부산진구,2,26
2025-08-24 03,"2,976",100,0,0,0,부산광역시,21,17,14,26230,26230,부산진구,2,26
2025-08-24 06,"2,976",100,0,0,0,부산광역시,20,15,11,26230,26230,부산진구,2,26
2025-08-24 09,"2,976",100,0,0,0,부산광역시,33,29,25,26230,26230,부산진구,2,26
2025-08-24 12,"2,976",100,0,0,0,부산광역시,33,29,25,26230,26230,부산진구,2,26
2025-08-24 15,"2,976",100,0,0,0,부산광역시,33,29,25,26230,26230,부산진구,2,26
2025-08-24 18,"2,976",100,0,0,0,부산광역시,33,29,25,26230,26230,부산진구,2,26
2025-08-24 21,"2,976",100,0,0,0,부산광역시,31,26,20,26230,26230,부산진구,2,26
2025-08-25 00,"2,976",100,0,0,0,부산광역시,26,22,18,26230,26230,부산진구,2,26
2025-08-25 03,"2,976",100,0,0,0,부산광역시,24,17,14,26230,26230,부산진구,2,26
2025-08-25 06,"2,976",100,0,0,0,부산광역시,21,16,11,26230,26230,부산진구,2,26
2025-08-25 09,"2,976",100,0,0,0,부산광역시,33,27,23,26230,26230,부산진구,2,26
2025-08-25 12,"2,976",100,0,0,0,부산광역시,33,29,25,26230,26230,부산진구,2,26
2025-08-25 15,"2,976",100,0,0,0,부산광역시,33,29,25,26230,26230,부산진구,2,26
2025-08-25 18,"2,976",100,0,0,0,부산광역시,33,28,23,26230,26230,부산진구,2,26
